TemplateId,Stage,UpgradeName,Price,CurrentValue,NextValue,OriginalTemplateId,NextTempalteId,StatType
100721,1,AttackLevel721,417729900,522010,523460,100001,100722,Str
100722,1,AttackLevel722,421681800,523460,524910,100001,100723,Str
100723,1,AttackLevel723,425633700,524910,526360,100001,100724,Str
100724,1,AttackLevel724,429585600,526360,527810,100001,100725,Str
100725,1,AttackLevel725,433537500,527810,529260,100001,100726,Str
100726,1,AttackLevel726,437489400,529260,530720,100001,100727,Str
100727,1,AttackLevel727,441441300,530720,532180,100001,100728,Str
100728,1,AttackLevel728,445393200,532180,533640,100001,100729,Str
100729,1,AttackLevel729,449345100,533640,535100,100001,100730,Str
100730,1,AttackLevel730,453297000,535100,536560,100001,100731,Str
100731,1,AttackLevel731,457498900,536560,538030,100001,100732,Str
100732,1,AttackLevel732,461700800,538030,539500,100001,100733,Str
100733,1,AttackLevel733,465902700,539500,540970,100001,100734,Str
100734,1,AttackLevel734,470104600,540970,542440,100001,100735,Str
100735,1,AttackLevel735,474306500,542440,543910,100001,100736,Str
100736,1,AttackLevel736,478508400,543910,545390,100001,100737,Str
100737,1,AttackLevel737,482710300,545390,546870,100001,100738,Str
100738,1,AttackLevel738,486912200,546870,548350,100001,100739,Str
100739,1,AttackLevel739,491114100,548350,549830,100001,100740,Str
100740,1,AttackLevel740,495316000,549830,551310,100001,100741,Str
100741,1,AttackLevel741,499767900,551310,552800,100001,100742,Str
100742,1,AttackLevel742,504219800,552800,554290,100001,100743,Str
100743,1,AttackLevel743,508671700,554290,555780,100001,100744,Str
100744,1,AttackLevel744,513123600,555780,557270,100001,100745,Str
100745,1,AttackLevel745,517575500,557270,558760,100001,100746,Str
100746,1,AttackLevel746,522027400,558760,560260,100001,100747,Str
100747,1,AttackLevel747,526479300,560260,561760,100001,100748,Str
100748,1,AttackLevel748,530931200,561760,563260,100001,100749,Str
100749,1,AttackLevel749,535383100,563260,564760,100001,100750,Str
100750,1,AttackLevel750,539835000,564760,566260,100001,100751,Str
100751,1,AttackLevel751,544536900,566260,567770,100001,100752,Str
100752,1,AttackLevel752,549238800,567770,569280,100001,100753,Str
100753,1,AttackLevel753,553940700,569280,570790,100001,100754,Str
100754,1,AttackLevel754,558642600,570790,572300,100001,100755,Str
100755,1,AttackLevel755,563344500,572300,573810,100001,100756,Str
100756,1,AttackLevel756,568046400,573810,575330,100001,100757,Str
100757,1,AttackLevel757,572748300,575330,576850,100001,100758,Str
100758,1,AttackLevel758,577450200,576850,578370,100001,100759,Str
100759,1,AttackLevel759,582152100,578370,579890,100001,100760,Str
100760,1,AttackLevel760,586854000,579890,581410,100001,100761,Str
100761,1,AttackLevel761,591805900,581410,582940,100001,100762,Str
100762,1,AttackLevel762,596757800,582940,584470,100001,100763,Str
100763,1,AttackLevel763,601709700,584470,586000,100001,100764,Str
100764,1,AttackLevel764,606661600,586000,587530,100001,100765,Str
100765,1,AttackLevel765,611613500,587530,589060,100001,100766,Str
100766,1,AttackLevel766,616565400,589060,590600,100001,100767,Str
100767,1,AttackLevel767,621517300,590600,592140,100001,100768,Str
100768,1,AttackLevel768,626469200,592140,593680,100001,100769,Str
100769,1,AttackLevel769,631421100,593680,595220,100001,100770,Str
100770,1,AttackLevel770,636373000,595220,596760,100001,100771,Str
100771,1,AttackLevel771,641574900,596760,598310,100001,100772,Str
100772,1,AttackLevel772,646776800,598310,599860,100001,100773,Str
100773,1,AttackLevel773,651978700,599860,601410,100001,100774,Str
100774,1,AttackLevel774,657180600,601410,602960,100001,100775,Str
100775,1,AttackLevel775,662382500,602960,604510,100001,100776,Str
100776,1,AttackLevel776,667584400,604510,606070,100001,100777,Str
100777,1,AttackLevel777,672786300,606070,607630,100001,100778,Str
100778,1,AttackLevel778,677988200,607630,609190,100001,100779,Str
100779,1,AttackLevel779,683190100,609190,610750,100001,100780,Str
100780,1,AttackLevel780,688392000,610750,612310,100001,100781,Str
100781,1,AttackLevel781,693843900,612310,613880,100001,100782,Str
100782,1,AttackLevel782,699295800,613880,615450,100001,100783,Str
100783,1,AttackLevel783,704747700,615450,617020,100001,100784,Str
100784,1,AttackLevel784,710199600,617020,618590,100001,100785,Str
100785,1,AttackLevel785,715651500,618590,620160,100001,100786,Str
100786,1,AttackLevel786,721103400,620160,621740,100001,100787,Str
100787,1,AttackLevel787,726555300,621740,623320,100001,100788,Str
100788,1,AttackLevel788,732007200,623320,624900,100001,100789,Str
100789,1,AttackLevel789,737459100,624900,626480,100001,100790,Str
100790,1,AttackLevel790,742911000,626480,628060,100001,100791,Str
100791,1,AttackLevel791,748612900,628060,629650,100001,100792,Str
100792,1,AttackLevel792,754314800,629650,631240,100001,100793,Str
100793,1,AttackLevel793,760016700,631240,632830,100001,100794,Str
100794,1,AttackLevel794,765718600,632830,634420,100001,100795,Str
100795,1,AttackLevel795,771420500,634420,636010,100001,100796,Str
100796,1,AttackLevel796,777122400,636010,637610,100001,100797,Str
100797,1,AttackLevel797,782824300,637610,639210,100001,100798,Str
100798,1,AttackLevel798,788526200,639210,640810,100001,100799,Str
100799,1,AttackLevel799,794228100,640810,642410,100001,100800,Str
100800,1,AttackLevel800,799930000,642410,644010,100001,100801,Str
100801,1,AttackLevel801,805881900,644010,645620,100001,100802,Str
100802,1,AttackLevel802,811833800,645620,647230,100001,100803,Str
100803,1,AttackLevel803,817785700,647230,648840,100001,100804,Str
100804,1,AttackLevel804,823737600,648840,650450,100001,100805,Str
100805,1,AttackLevel805,829689500,650450,652060,100001,100806,Str
100806,1,AttackLevel806,835641400,652060,653680,100001,100807,Str
100807,1,AttackLevel807,841593300,653680,655300,100001,100808,Str
100808,1,AttackLevel808,847545200,655300,656920,100001,100809,Str
100809,1,AttackLevel809,853497100,656920,658540,100001,100810,Str
100810,1,AttackLevel810,859449000,658540,660160,100001,100811,Str
100811,1,AttackLevel811,865650900,660160,661790,100001,100812,Str
100812,1,AttackLevel812,871852800,661790,663420,100001,100813,Str
100813,1,AttackLevel813,878054700,663420,665050,100001,100814,Str
100814,1,AttackLevel814,884256600,665050,666680,100001,100815,Str
100815,1,AttackLevel815,890458500,666680,668310,100001,100816,Str
100816,1,AttackLevel816,896660400,668310,669950,100001,100817,Str
100817,1,AttackLevel817,902862300,669950,671590,100001,100818,Str
100818,1,AttackLevel818,909064200,671590,673230,100001,100819,Str
100819,1,AttackLevel819,915266100,673230,674870,100001,100820,Str
100820,1,AttackLevel820,921468000,674870,676510,100001,100821,Str
100821,1,AttackLevel821,927919900,676510,678160,100001,100822,Str
100822,1,AttackLevel822,934371800,678160,679810,100001,100823,Str
100823,1,AttackLevel823,940823700,679810,681460,100001,100824,Str
100824,1,AttackLevel824,947275600,681460,683110,100001,100825,Str
100825,1,AttackLevel825,953727500,683110,684760,100001,100826,Str
100826,1,AttackLevel826,960179400,684760,686420,100001,100827,Str
100827,1,AttackLevel827,966631300,686420,688080,100001,100828,Str
100828,1,AttackLevel828,973083200,688080,689740,100001,100829,Str
100829,1,AttackLevel829,979535100,689740,691400,100001,100830,Str
100830,1,AttackLevel830,985987000,691400,693060,100001,100831,Str
100831,1,AttackLevel831,992688900,693060,694730,100001,100832,Str
100832,1,AttackLevel832,999390800,694730,696400,100001,100833,Str
100833,1,AttackLevel833,1006092700,696400,698070,100001,100834,Str
100834,1,AttackLevel834,1012794600,698070,699740,100001,100835,Str
100835,1,AttackLevel835,1019496500,699740,701410,100001,100836,Str
100836,1,AttackLevel836,1026198400,701410,703090,100001,100837,Str
100837,1,AttackLevel837,1032900300,703090,704770,100001,100838,Str
100838,1,AttackLevel838,1039602200,704770,706450,100001,100839,Str
100839,1,AttackLevel839,1046304100,706450,708130,100001,100840,Str
100840,1,AttackLevel840,1053006000,708130,709810,100001,100841,Str
100841,1,AttackLevel841,1059957900,709810,711500,100001,100842,Str
100842,1,AttackLevel842,1066909800,711500,713190,100001,100843,Str
100843,1,AttackLevel843,1073861700,713190,714880,100001,100844,Str
100844,1,AttackLevel844,1080813600,714880,716570,100001,100845,Str
100845,1,AttackLevel845,1087765500,716570,718260,100001,100846,Str
100846,1,AttackLevel846,1094717400,718260,719960,100001,100847,Str
100847,1,AttackLevel847,1101669300,719960,721660,100001,100848,Str
100848,1,AttackLevel848,1108621200,721660,723360,100001,100849,Str
100849,1,AttackLevel849,1115573100,723360,725060,100001,100850,Str
100850,1,AttackLevel850,1122525000,725060,726760,100001,100851,Str
100851,1,AttackLevel851,1129726900,726760,728470,100001,100852,Str
100852,1,AttackLevel852,1136928800,728470,730180,100001,100853,Str
100853,1,AttackLevel853,1144130700,730180,731890,100001,100854,Str
100854,1,AttackLevel854,1151332600,731890,733600,100001,100855,Str
100855,1,AttackLevel855,1158534500,733600,735310,100001,100856,Str
100856,1,AttackLevel856,1165736400,735310,737030,100001,100857,Str
100857,1,AttackLevel857,1172938300,737030,738750,100001,100858,Str
100858,1,AttackLevel858,1180140200,738750,740470,100001,100859,Str
100859,1,AttackLevel859,1187342100,740470,742190,100001,100860,Str
100860,1,AttackLevel860,1194544000,742190,743910,100001,100861,Str
100861,1,AttackLevel861,1201995900,743910,745640,100001,100862,Str
100862,1,AttackLevel862,1209447800,745640,747370,100001,100863,Str
100863,1,AttackLevel863,1216899700,747370,749100,100001,100864,Str
100864,1,AttackLevel864,1224351600,749100,750830,100001,100865,Str
100865,1,AttackLevel865,1231803500,750830,752560,100001,100866,Str
100866,1,AttackLevel866,1239255400,752560,754300,100001,100867,Str
100867,1,AttackLevel867,1246707300,754300,756040,100001,100868,Str
100868,1,AttackLevel868,1254159200,756040,757780,100001,100869,Str
100869,1,AttackLevel869,1261611100,757780,759520,100001,100870,Str
100870,1,AttackLevel870,1269063000,759520,761260,100001,100871,Str
100871,1,AttackLevel871,1276764900,761260,763010,100001,100872,Str
100872,1,AttackLevel872,1284466800,763010,764760,100001,100873,Str
100873,1,AttackLevel873,1292168700,764760,766510,100001,100874,Str
100874,1,AttackLevel874,1299870600,766510,768260,100001,100875,Str
100875,1,AttackLevel875,1307572500,768260,770010,100001,100876,Str
100876,1,AttackLevel876,1315274400,770010,771770,100001,100877,Str
100877,1,AttackLevel877,1322976300,771770,773530,100001,100878,Str
100878,1,AttackLevel878,1330678200,773530,775290,100001,100879,Str
100879,1,AttackLevel879,1338380100,775290,777050,100001,100880,Str
100880,1,AttackLevel880,1346082000,777050,778810,100001,100881,Str
100881,1,AttackLevel881,1354033900,778810,780580,100001,100882,Str
100882,1,AttackLevel882,1361985800,780580,782350,100001,100883,Str
100883,1,AttackLevel883,1369937700,782350,784120,100001,100884,Str
100884,1,AttackLevel884,1377889600,784120,785890,100001,100885,Str
100885,1,AttackLevel885,1385841500,785890,787660,100001,100886,Str
100886,1,AttackLevel886,1393793400,787660,789440,100001,100887,Str
100887,1,AttackLevel887,1401745300,789440,791220,100001,100888,Str
100888,1,AttackLevel888,1409697200,791220,793000,100001,100889,Str
100889,1,AttackLevel889,1417649100,793000,794780,100001,100890,Str
100890,1,AttackLevel890,1425601000,794780,796560,100001,100891,Str
100891,1,AttackLevel891,1433802900,796560,798350,100001,100892,Str
100892,1,AttackLevel892,1442004800,798350,800140,100001,100893,Str
100893,1,AttackLevel893,1450206700,800140,801930,100001,100894,Str
100894,1,AttackLevel894,1458408600,801930,803720,100001,100895,Str
100895,1,AttackLevel895,1466610500,803720,805510,100001,100896,Str
100896,1,AttackLevel896,1474812400,805510,807310,100001,100897,Str
100897,1,AttackLevel897,1483014300,807310,809110,100001,100898,Str
100898,1,AttackLevel898,1491216200,809110,810910,100001,100899,Str
100899,1,AttackLevel899,1499418100,810910,812710,100001,100900,Str
100900,1,AttackLevel900,1507620000,812710,814510,100001,100901,Str
100901,1,AttackLevel901,1516071900,814510,816320,100001,100902,Str
100902,1,AttackLevel902,1524523800,816320,818130,100001,100903,Str
100903,1,AttackLevel903,1532975700,818130,819940,100001,100904,Str
100904,1,AttackLevel904,1541427600,819940,821750,100001,100905,Str
100905,1,AttackLevel905,1549879500,821750,823560,100001,100906,Str
100906,1,AttackLevel906,1558331400,823560,825380,100001,100907,Str
100907,1,AttackLevel907,1566783300,825380,827200,100001,100908,Str
100908,1,AttackLevel908,1575235200,827200,829020,100001,100909,Str
100909,1,AttackLevel909,1583687100,829020,830840,100001,100910,Str
100910,1,AttackLevel910,1592139000,830840,832660,100001,100911,Str
100911,1,AttackLevel911,1600840900,832660,834490,100001,100912,Str
100912,1,AttackLevel912,1609542800,834490,836320,100001,100913,Str
100913,1,AttackLevel913,1618244700,836320,838150,100001,100914,Str
100914,1,AttackLevel914,1626946600,838150,839980,100001,100915,Str
100915,1,AttackLevel915,1635648500,839980,841810,100001,100916,Str
100916,1,AttackLevel916,1644350400,841810,843650,100001,100917,Str
100917,1,AttackLevel917,1653052300,843650,845490,100001,100918,Str
100918,1,AttackLevel918,1661754200,845490,847330,100001,100919,Str
100919,1,AttackLevel919,1670456100,847330,849170,100001,100920,Str
100920,1,AttackLevel920,1679158000,849170,851010,100001,100921,Str
100921,1,AttackLevel921,1688109900,851010,852860,100001,100922,Str
100922,1,AttackLevel922,1697061800,852860,854710,100001,100923,Str
100923,1,AttackLevel923,1706013700,854710,856560,100001,100924,Str
100924,1,AttackLevel924,1714965600,856560,858410,100001,100925,Str
100925,1,AttackLevel925,1723917500,858410,860260,100001,100926,Str
100926,1,AttackLevel926,1732869400,860260,862120,100001,100927,Str
100927,1,AttackLevel927,1741821300,862120,863980,100001,100928,Str
100928,1,AttackLevel928,1750773200,863980,865840,100001,100929,Str
100929,1,AttackLevel929,1759725100,865840,867700,100001,100930,Str
100930,1,AttackLevel930,1768677000,867700,869560,100001,100931,Str
100931,1,AttackLevel931,1777878900,869560,871430,100001,100932,Str
100932,1,AttackLevel932,1787080800,871430,873300,100001,100933,Str
100933,1,AttackLevel933,1796282700,873300,875170,100001,100934,Str
100934,1,AttackLevel934,1805484600,875170,877040,100001,100935,Str
100935,1,AttackLevel935,1814686500,877040,878910,100001,100936,Str
100936,1,AttackLevel936,1823888400,878910,880790,100001,100937,Str
100937,1,AttackLevel937,1833090300,880790,882670,100001,100938,Str
100938,1,AttackLevel938,1842292200,882670,884550,100001,100939,Str
100939,1,AttackLevel939,1851494100,884550,886430,100001,100940,Str
100940,1,AttackLevel940,1860696000,886430,888310,100001,100941,Str
100941,1,AttackLevel941,1870147900,888310,890200,100001,100942,Str
100942,1,AttackLevel942,1879599800,890200,892090,100001,100943,Str
100943,1,AttackLevel943,1889051700,892090,893980,100001,100944,Str
100944,1,AttackLevel944,1898503600,893980,895870,100001,100945,Str
100945,1,AttackLevel945,1907955500,895870,897760,100001,100946,Str
100946,1,AttackLevel946,1917407400,897760,899660,100001,100947,Str
100947,1,AttackLevel947,1926859300,899660,901560,100001,100948,Str
100948,1,AttackLevel948,1936311200,901560,903460,100001,100949,Str
100949,1,AttackLevel949,1945763100,903460,905360,100001,100950,Str
100950,1,AttackLevel950,1955215000,905360,907260,100001,100951,Str
100951,1,AttackLevel951,1964916900,907260,909170,100001,100952,Str
100952,1,AttackLevel952,1974618800,909170,911080,100001,100953,Str
100953,1,AttackLevel953,1984320700,911080,912990,100001,100954,Str
100954,1,AttackLevel954,1994022600,912990,914900,100001,100955,Str
100955,1,AttackLevel955,2003724500,914900,916810,100001,100956,Str
100956,1,AttackLevel956,2013426400,916810,918730,100001,100957,Str
100957,1,AttackLevel957,2023128300,918730,920650,100001,100958,Str
100958,1,AttackLevel958,2032830200,920650,922570,100001,100959,Str
100959,1,AttackLevel959,2042532100,922570,924490,100001,100960,Str
100960,1,AttackLevel960,2052234000,924490,926410,100001,100961,Str
100961,1,AttackLevel961,2062185900,926410,928340,100001,100962,Str
100962,1,AttackLevel962,2072137800,928340,930270,100001,100963,Str
100963,1,AttackLevel963,2082089700,930270,932200,100001,100964,Str
100964,1,AttackLevel964,2092041600,932200,934130,100001,100965,Str
100965,1,AttackLevel965,2101993500,934130,936060,100001,100966,Str
100966,1,AttackLevel966,2111945400,936060,938000,100001,100967,Str
100967,1,AttackLevel967,2121897300,938000,939940,100001,100968,Str
100968,1,AttackLevel968,2131849200,939940,941880,100001,100969,Str
100969,1,AttackLevel969,2141801100,941880,943820,100001,100970,Str
100970,1,AttackLevel970,2151753000,943820,945760,100001,100971,Str
100971,1,AttackLevel971,2161954900,945760,947710,100001,100972,Str
100972,1,AttackLevel972,2172156800,947710,949660,100001,100973,Str
100973,1,AttackLevel973,2182358700,949660,951610,100001,100974,Str
100974,1,AttackLevel974,2192560600,951610,953560,100001,100975,Str
100975,1,AttackLevel975,2202762500,953560,955510,100001,100976,Str
100976,1,AttackLevel976,2212964400,955510,957470,100001,100977,Str
100977,1,AttackLevel977,2223166300,957470,959430,100001,100978,Str
100978,1,AttackLevel978,2233368200,959430,961390,100001,100979,Str
100979,1,AttackLevel979,2243570100,961390,963350,100001,100980,Str
100980,1,AttackLevel980,2253772000,963350,965310,100001,100981,Str
100981,1,AttackLevel981,2264223900,965310,967280,100001,100982,Str
100982,1,AttackLevel982,2274675800,967280,969250,100001,100983,Str
100983,1,AttackLevel983,2285127700,969250,971220,100001,100984,Str
100984,1,AttackLevel984,2295579600,971220,973190,100001,100985,Str
100985,1,AttackLevel985,2306031500,973190,975160,100001,100986,Str
100986,1,AttackLevel986,2316483400,975160,977140,100001,100987,Str
100987,1,AttackLevel987,2326935300,977140,979120,100001,100988,Str
100988,1,AttackLevel988,2337387200,979120,981100,100001,100989,Str
100989,1,AttackLevel989,2347839100,981100,983080,100001,100990,Str
100990,1,AttackLevel990,2358291000,983080,985060,100001,100991,Str
100991,1,AttackLevel991,2368992900,985060,987050,100001,100992,Str
100992,1,AttackLevel992,2379694800,987050,989040,100001,100993,Str
100993,1,AttackLevel993,2390396700,989040,991030,100001,100994,Str
100994,1,AttackLevel994,2401098600,991030,993020,100001,100995,Str
100995,1,AttackLevel995,2411800500,993020,995010,100001,100996,Str
100996,1,AttackLevel996,2422502400,995010,997010,100001,100997,Str
100997,1,AttackLevel997,2433204300,997010,999010,100001,100998,Str
100998,1,AttackLevel998,2443906200,999010,1001010,100001,100999,Str
100999,1,AttackLevel999,2454608100,1001010,1003010,100001,101000,Str
101000,1,AttackLevel1000,2465310000,1003010,1005010,100001,,Str
200001,1,SkillLevel1,100,0,1,200001,200002,Skill
200002,1,SkillLevel2,200,1,2,200001,200003,Skill
200003,1,SkillLevel3,300,2,3,200001,200004,Skill
200004,1,SkillLevel4,400,3,4,200001,200005,Skill
200005,1,SkillLevel5,500,4,5,200001,200006,Skill
200006,1,SkillLevel6,600,5,6,200001,200007,Skill
200007,1,SkillLevel7,700,6,7,200001,200008,Skill
200008,1,SkillLevel8,800,7,8,200001,200009,Skill
200009,1,SkillLevel9,900,8,9,200001,200010,Skill
200010,1,SkillLevel10,1000,9,10,200001,200011,Skill
200011,1,SkillLevel11,1300,10,11,200001,200012,Skill
200012,1,SkillLevel12,1600,11,12,200001,200013,Skill
200013,1,SkillLevel13,1900,12,13,200001,200014,Skill
200014,1,SkillLevel14,2200,13,14,200001,200015,Skill
200015,1,SkillLevel15,2500,14,15,200001,200016,Skill
200016,1,SkillLevel16,2800,15,16,200001,200017,Skill
200017,1,SkillLevel17,3100,16,17,200001,200018,Skill
200018,1,SkillLevel18,3400,17,18,200001,200019,Skill
200019,1,SkillLevel19,3700,18,19,200001,200020,Skill
200020,1,SkillLevel20,4000,19,20,200001,200021,Skill
200021,1,SkillLevel21,4500,20,21,200001,200022,Skill
200022,1,SkillLevel22,5000,21,22,200001,200023,Skill
200023,1,SkillLevel23,5500,22,23,200001,200024,Skill
200024,1,SkillLevel24,6000,23,24,200001,200025,Skill
200025,1,SkillLevel25,6500,24,25,200001,200026,Skill
200026,1,SkillLevel26,7000,25,26,200001,200027,Skill
200027,1,SkillLevel27,7500,26,27,200001,200028,Skill
200028,1,SkillLevel28,8000,27,28,200001,200029,Skill
200029,1,SkillLevel29,8500,28,29,200001,200030,Skill
200030,1,SkillLevel30,9000,29,30,200001,200031,Skill
200031,1,SkillLevel31,9700,30,31,200001,200032,Skill
200032,1,SkillLevel32,10400,31,32,200001,200033,Skill
200033,1,SkillLevel33,11100,32,33,200001,200034,Skill
200034,1,SkillLevel34,11800,33,34,200001,200035,Skill
200035,1,SkillLevel35,12500,34,35,200001,200036,Skill
200036,1,SkillLevel36,13200,35,36,200001,200037,Skill
200037,1,SkillLevel37,13900,36,37,200001,200038,Skill
200038,1,SkillLevel38,14600,37,38,200001,200039,Skill
200039,1,SkillLevel39,15300,38,39,200001,200040,Skill
200040,1,SkillLevel40,16000,39,40,200001,200041,Skill
200041,1,SkillLevel41,16900,40,41,200001,200042,Skill
200042,1,SkillLevel42,17800,41,42,200001,200043,Skill
200043,1,SkillLevel43,18700,42,43,200001,200044,Skill
200044,1,SkillLevel44,19600,43,44,200001,200045,Skill
200045,1,SkillLevel45,20500,44,45,200001,200046,Skill
200046,1,SkillLevel46,21400,45,46,200001,200047,Skill
200047,1,SkillLevel47,22300,46,47,200001,200048,Skill
200048,1,SkillLevel48,23200,47,48,200001,200049,Skill
200049,1,SkillLevel49,24100,48,49,200001,200050,Skill
200050,1,SkillLevel50,25000,49,50,200001,200051,Skill
200051,1,SkillLevel51,26100,50,51,200001,200052,Skill
200052,1,SkillLevel52,27200,51,52,200001,200053,Skill
200053,1,SkillLevel53,28300,52,53,200001,200054,Skill
200054,1,SkillLevel54,29400,53,54,200001,200055,Skill
200055,1,SkillLevel55,30500,54,55,200001,200056,Skill
200056,1,SkillLevel56,31600,55,56,200001,200057,Skill
200057,1,SkillLevel57,32700,56,57,200001,200058,Skill
200058,1,SkillLevel58,33800,57,58,200001,200059,Skill
200059,1,SkillLevel59,34900,58,59,200001,200060,Skill
200060,1,SkillLevel60,36000,59,60,200001,200061,Skill
200061,1,SkillLevel61,37300,60,61,200001,200062,Skill
200062,1,SkillLevel62,38600,61,62,200001,200063,Skill
200063,1,SkillLevel63,39900,62,63,200001,200064,Skill
200064,1,SkillLevel64,41200,63,64,200001,200065,Skill
200065,1,SkillLevel65,42500,64,65,200001,200066,Skill
200066,1,SkillLevel66,43800,65,66,200001,200067,Skill
200067,1,SkillLevel67,45100,66,67,200001,200068,Skill
200068,1,SkillLevel68,46400,67,68,200001,200069,Skill
200069,1,SkillLevel69,47700,68,69,200001,200070,Skill
200070,1,SkillLevel70,49000,69,70,200001,200071,Skill
200071,1,SkillLevel71,50500,70,71,200001,200072,Skill
200072,1,SkillLevel72,52000,71,72,200001,200073,Skill
200073,1,SkillLevel73,53500,72,73,200001,200074,Skill
200074,1,SkillLevel74,55000,73,74,200001,200075,Skill
200075,1,SkillLevel75,56500,74,75,200001,200076,Skill
200076,1,SkillLevel76,58000,75,76,200001,200077,Skill
200077,1,SkillLevel77,59500,76,77,200001,200078,Skill
200078,1,SkillLevel78,61000,77,78,200001,200079,Skill
200079,1,SkillLevel79,62500,78,79,200001,200080,Skill
200080,1,SkillLevel80,64000,79,80,200001,200081,Skill
200081,1,SkillLevel81,65700,80,81,200001,200082,Skill
200082,1,SkillLevel82,67400,81,82,200001,200083,Skill
200083,1,SkillLevel83,69100,82,83,200001,200084,Skill
200084,1,SkillLevel84,70800,83,84,200001,200085,Skill
200085,1,SkillLevel85,72500,84,85,200001,200086,Skill
200086,1,SkillLevel86,74200,85,86,200001,200087,Skill
200087,1,SkillLevel87,75900,86,87,200001,200088,Skill
200088,1,SkillLevel88,77600,87,88,200001,200089,Skill
200089,1,SkillLevel89,79300,88,89,200001,200090,Skill
200090,1,SkillLevel90,81000,89,90,200001,200091,Skill
200091,1,SkillLevel91,82900,90,91,200001,200092,Skill
200092,1,SkillLevel92,84800,91,92,200001,200093,Skill
200093,1,SkillLevel93,86700,92,93,200001,200094,Skill
200094,1,SkillLevel94,88600,93,94,200001,200095,Skill
200095,1,SkillLevel95,90500,94,95,200001,200096,Skill
200096,1,SkillLevel96,92400,95,96,200001,200097,Skill
200097,1,SkillLevel97,94300,96,97,200001,200098,Skill
200098,1,SkillLevel98,96200,97,98,200001,200099,Skill
200099,1,SkillLevel99,98100,98,99,200001,200100,Skill
200100,1,SkillLevel100,100000,99,100,200001,200101,Skill
200101,1,SkillLevel101,106900,100,101,200001,200102,Skill
200102,1,SkillLevel102,113800,101,102,200001,200103,Skill
200103,1,SkillLevel103,120700,102,103,200001,200104,Skill
200104,1,SkillLevel104,127600,103,104,200001,200105,Skill
200105,1,SkillLevel105,134500,104,105,200001,200106,Skill
200106,1,SkillLevel106,141400,105,106,200001,200107,Skill
200107,1,SkillLevel107,148300,106,107,200001,200108,Skill
200108,1,SkillLevel108,155200,107,108,200001,200109,Skill
200109,1,SkillLevel109,162100,108,109,200001,200110,Skill
200110,1,SkillLevel110,169000,109,110,200001,200111,Skill
200111,1,SkillLevel111,180900,110,111,200001,200112,Skill
200112,1,SkillLevel112,192800,111,112,200001,200113,Skill
200113,1,SkillLevel113,204700,112,113,200001,200114,Skill
200114,1,SkillLevel114,216600,113,114,200001,200115,Skill
200115,1,SkillLevel115,228500,114,115,200001,200116,Skill
200116,1,SkillLevel116,240400,115,116,200001,200117,Skill
200117,1,SkillLevel117,252300,116,117,200001,200118,Skill
200118,1,SkillLevel118,264200,117,118,200001,200119,Skill
200119,1,SkillLevel119,276100,118,119,200001,200120,Skill
200120,1,SkillLevel120,288000,119,120,200001,200121,Skill
200121,1,SkillLevel121,304900,120,121,200001,200122,Skill
200122,1,SkillLevel122,321800,121,122,200001,200123,Skill
200123,1,SkillLevel123,338700,122,123,200001,200124,Skill
200124,1,SkillLevel124,355600,123,124,200001,200125,Skill
200125,1,SkillLevel125,372500,124,125,200001,200126,Skill
200126,1,SkillLevel126,389400,125,126,200001,200127,Skill
200127,1,SkillLevel127,406300,126,127,200001,200128,Skill
200128,1,SkillLevel128,423200,127,128,200001,200129,Skill
200129,1,SkillLevel129,440100,128,129,200001,200130,Skill
200130,1,SkillLevel130,457000,129,130,200001,200131,Skill
200131,1,SkillLevel131,478900,130,131,200001,200132,Skill
200132,1,SkillLevel132,500800,131,132,200001,200133,Skill
200133,1,SkillLevel133,522700,132,133,200001,200134,Skill
200134,1,SkillLevel134,544600,133,134,200001,200135,Skill
200135,1,SkillLevel135,566500,134,135,200001,200136,Skill
200136,1,SkillLevel136,588400,135,136,200001,200137,Skill
200137,1,SkillLevel137,610300,136,137,200001,200138,Skill
200138,1,SkillLevel138,632200,137,138,200001,200139,Skill
200139,1,SkillLevel139,654100,138,139,200001,200140,Skill
200140,1,SkillLevel140,676000,139,140,200001,200141,Skill
200141,1,SkillLevel141,702900,140,141,200001,200142,Skill
200142,1,SkillLevel142,729800,141,142,200001,200143,Skill
200143,1,SkillLevel143,756700,142,143,200001,200144,Skill
200144,1,SkillLevel144,783600,143,144,200001,200145,Skill
200145,1,SkillLevel145,810500,144,145,200001,200146,Skill
200146,1,SkillLevel146,837400,145,146,200001,200147,Skill
200147,1,SkillLevel147,864300,146,147,200001,200148,Skill
200148,1,SkillLevel148,891200,147,148,200001,200149,Skill
200149,1,SkillLevel149,918100,148,149,200001,200150,Skill
200150,1,SkillLevel150,945000,149,150,200001,200151,Skill
200151,1,SkillLevel151,976900,150,151,200001,200152,Skill
200152,1,SkillLevel152,1008800,151,152,200001,200153,Skill
200153,1,SkillLevel153,1040700,152,153,200001,200154,Skill
200154,1,SkillLevel154,1072600,153,154,200001,200155,Skill
200155,1,SkillLevel155,1104500,154,155,200001,200156,Skill
200156,1,SkillLevel156,1136400,155,156,200001,200157,Skill
200157,1,SkillLevel157,1168300,156,157,200001,200158,Skill
200158,1,SkillLevel158,1200200,157,158,200001,200159,Skill
200159,1,SkillLevel159,1232100,158,159,200001,200160,Skill
200160,1,SkillLevel160,1264000,159,160,200001,200161,Skill
